carid,make,model,year,transmissionid,engineid
25576,ford,super duty f-250,2010.0,20,7
25577,chevrolet,c/k 1500,1998.0,6,8
25578,volvo,vnl 780,2014.0,9,0
25579,ford,f-550 super duty,2005.0,2,14
25580,chrysler,200 convertible,2012.0,14,16
25581,rover,range sport hse,2010.0,15,15
25582,ford,expedition el limited,2013.0,7,16
25583,toyota,camry se 4dr sedan,2012.0,17,0
25584,mercedes-benz,benz ml 320 cdi 4 matic,2008.0,17,3
25585,mitsubishi,eclipse spyder gts,2003.0,13,14
25586,mercedes-benz,gl gl550 4matic,2009.0,9,7
25587,ram,2500 4x4,2012.0,15,1
25588,jeep,grand cherokee overland 4x4,2012.0,15,20
25589,bmw,550i f10,2013.0,1,6
25590,subaru,impreza wrx premium,2014.0,9,3
25591,subaru,forester 2.0xt touring,2017.0,13,11
25592,mercedes-benz,maybach s560,2018.0,2,4
25593,bmw,528 i,2013.0,17,4
25594,gmc,p3500,1994.0,5,12
25595,lincoln,/mercury comet,1971.0,4,16
25596,nissan,versa s,2008.0,4,9
25597,ford,f150 platinum,2011.0,18,6
25598,nissan,titan le,2009.0,4,0
25599,ford,f-250 xl crew cab,2000.0,13,18
25600,hyundai,tucson,2009.0,14,10
25601,mercedes-benz,benz ml350 4matic,2009.0,19,3
25602,bmw,335xi awd coupe,2012.0,8,2
25603,chevrolet,cavalier,1992.0,5,19
25604,ford,transit-150,2017.0,5,1
25605,ford,transit t150,2017.0,19,6
25606,kia,sorento,2009.0,11,18
25607,kia,optima sxl,2014.0,15,15
25608,chevrolet,avalanche 1500lt,2005.0,14,12
25609,kia,forte sx,2013.0,19,9
25610,mercedes-benz,benz c240,2004.0,2,1
25611,ford,fusion energi,2017.0,20,18
25612,nissan,sentra sr,2009.0,15,11
25613,lincoln,mkz hybrid,2014.0,9,1
25614,ford,transit connect van xlt,2021.0,3,20
25615,volkswagen,atlas cross sport s,2020.0,9,1
25616,chevrolet,express 2500,2007.0,20,0
25617,hyundai,veloster turbo,2013.0,19,15
25618,ford,taurus,2018.0,9,5
25619,ford,ranger xl,1998.0,2,17
25620,toyota,4runner limited,2006.0,2,5
25621,chevrolet,express 2500,2015.0,16,0
25622,gmc,savanna,1997.0,13,0
25623,volvo,vnl64t670,2013.0,7,1
25624,chevrolet,cruze w/ 1lt,2013.0,20,9
25625,ford,e350 passenger van,2016.0,20,10
25626,mazda,mx-5 miata,2004.0,0,7
25627,lincoln,town car,2011.0,8,20
25628,dodge,avenger sxt,2012.0,2,9
25629,chevrolet,captiva sport,2015.0,11,15
25630,ford,tbird,2002.0,1,4
25631,mazda,cx9,2008.0,10,5
25632,ford,escape se suv,2018.0,19,1
25633,cadillac,escalade esv luxury,2014.0,5,2
25634,chevrolet,trailblazer lt,2017.0,15,0
25635,nissan,350z enthusiast,2006.0,5,0
25636,ford,f150 xlt 4wd,2021.0,17,13
25637,dodge,b 2500 van,1994.0,13,20
25638,chevrolet,blazer,1989.0,8,18
25639,nissan,240sx,1995.0,6,16
25640,nissan,titan le,2008.0,7,2
25641,gmc,sierra dually turbo,1993.0,5,19
25642,honda,pilot ex-l,2014.0,13,0
25643,ram,d150,1990.0,18,0
25644,chevrolet,corvette convertible,1986.0,20,11
25645,chevrolet,silverado 1500 lt crew,2012.0,16,17
25646,chevrolet,c8500,2002.0,4,14
25647,dodge,dakota,2011.0,8,8
25648,jeep,commander 4x4,2010.0,15,12
25649,ford,ranger xlt pickup truck,2020.0,10,17
25650,ford,custom,1957.0,4,17
25651,ford,f150 xlt 4x4 truck,2017.0,20,17
25652,mercedes-benz,metris,2016.0,12,3
25653,lincoln,navigator l,2013.0,3,11
25654,ford,expedition el limited,2016.0,11,11
25655,chevrolet,corvette c5,2002.0,15,13
25656,buick,enclave awd premium,2017.0,9,1
25657,volkswagen,cc 2.0 turbo,2013.0,20,13
25658,chevrolet,malibu lt,2009.0,3,15
25659,ram,pickup 1500,2014.0,0,17
25660,volkswagen,eos sport,2007.0,8,13
25661,ram,pickup 1500,1998.0,1,8
25662,ford,f550 superduty xl,2013.0,14,18
25663,ram,deisel cummins 3500,2007.0,18,8
25664,ford,f550 xl super duty,2009.0,1,1
25665,toyota,land cruiser fj40,1978.0,19,15
25666,ram,2500,1991.0,5,8
25667,bmw,750il,1988.0,15,17
25668,gmc,terrain slt-2,2015.0,1,19
25669,chevrolet,tahoe ltz,2003.0,1,16
25670,ford,f650,2003.0,4,9
25671,toyota,tundra grade,2012.0,17,2
25672,lexus,sc 400,1997.0,9,14
25673,ford,edge titanium awd,2017.0,10,10
25674,hyundai,accent gls,2012.0,14,15
25675,ford,f350 super duty diesel,2014.0,20,16
25676,ford,f-550 super duty xl,2008.0,17,6
25677,mercedes-benz,benz ml350,2011.0,2,13
25678,hyundai,tucson,2007.0,19,8
25679,toyota,4runner sr5 rwd,2006.0,3,10
25680,toyota,sr5 preium 4runner,2013.0,15,14
25681,bmw,528i sport,2016.0,3,1
25682,gmc,c4e042,2006.0,13,15
25683,ford,mustang mach 1,2003.0,13,14
25684,ford,f-150,1988.0,0,3
25685,ford,f350 super duty,1984.0,1,5
25686,nissan,xterra 4x4,2006.0,8,10
25687,bmw,x5 35i msport,2012.0,18,6
25688,bmw,645ci sport coupe,2005.0,3,7
25689,bmw,335i sport convertible,2009.0,18,17
25690,bmw,335i sport sedan,2011.0,16,8
25691,bmw,x3 28i msport xdrive,2017.0,20,4
25692,audi,s5 sport coupe,2009.0,7,3
25693,chevrolet,clunker,2003.0,1,6
25694,toyota,4runner limited,2011.0,14,5
25695,bmw,325i,1988.0,6,11
25696,mercedes-benz,slk konpressor,2003.0,7,5
25697,bmw,430i,2020.0,18,8
25698,volvo,xc90 r-design,2010.0,10,16
25699,chevrolet,express g2500,2016.0,3,0
25700,gmc,sierra 1500 denali,2008.0,11,19
25701,honda,civic ex sedan 4d,2012.0,1,9
25702,dodge,durango special service,2013.0,1,7
25703,ford,f100,1955.0,20,20
25704,gmc,sierra ext2500,2007.0,20,20
25705,ram,2500 pk,2016.0,18,19
25706,ford,e350 xlt,1997.0,12,20
25707,ford,econoline,1987.0,2,5
25708,ford,e350 van,1998.0,12,4
25709,mini,cooper hardtop s baywaters,2012.0,11,19
25710,ford,winstar lx,2001.0,1,1
25711,nissan,240sx s14,1995.0,16,4
25712,jeep,grand cherokee limited automatic,2020.0,6,16
25713,ford,expedition xlt automatic,2018.0,1,2
25714,lincoln,mkz hybrid,2020.0,12,14
25715,mercedes-benz,benz 500 sel,1992.0,8,10
25716,toyota,celica gt,1976.0,19,17
25717,buick,la sabre limited,2003.0,3,13
25718,ford,crown victoria lx,2001.0,15,6
25719,ford,f-550 bucket truck,2011.0,0,19
25720,subaru,forester touring,2020.0,15,0
25721,lincoln,mkx reserve awd automatic,2017.0,19,19
25722,toyota,tacoma trd offroad automatic,2018.0,16,1
25723,toyota,celica gt sunchaser,1980.0,2,11
25724,toyota,4runner sr5 4wd,2002.0,7,19
25725,ford,thunderbird landau,1965.0,11,1
25726,chevrolet,impala ls,2003.0,13,9
25727,hyundai,kona limited automatic,2021.0,8,20
25728,toyota,highlander xle awd automatic,2017.0,16,4
25729,mazda,mx-5 miata grand touring manual,2019.0,14,6
25730,ford,escape sel automatic,2020.0,11,3
25731,lincoln,mkz hybrid,2017.0,3,13
25732,ram,1500 big horn classic,2019.0,11,2
25733,ford,ranger xlt supercab,2007.0,18,5
25734,jeep,cherokee high altitude automatic,2016.0,3,13
25735,ford,f350 deisel powerstroke xlt,1997.0,10,3
25736,chevrolet,tahoe ppv,2012.0,6,16
25737,ford,f350 super duty,1990.0,9,12
25738,jeep,wranger,2001.0,1,19
25739,honda,civic,1983.0,7,20
25740,chevrolet,c10,1962.0,5,18
25741,hyundai,veloster turbo,2016.0,15,17
25742,mitsubishi,3000gt vr4,1993.0,13,19
25743,chevrolet,silverado 3500,2000.0,6,15
25744,lincoln,continental,2001.0,1,6
25745,toyota,tundra double cab sr5,2005.0,4,3
25746,dodge,dakota sport,1989.0,5,6
25747,ford,transit passenger wagon xlt,2014.0,16,5
25748,dodge,gr caravan,2013.0,9,17
25749,mercedes-benz,300-class,1984.0,9,13
25750,honda,accord ex-l coupe,2016.0,16,6
25751,chevrolet,tahoe z71 4x4,1997.0,9,7
25752,jeep,wrangler sport 4x4,2019.0,12,4
25753,mercedes-benz,cls550,2013.0,11,11
25754,lincoln,mkz hybrid,2016.0,14,6
25755,nissan,titan crew cab,2018.0,18,4
25756,dodge,grand caravan,1994.0,11,3
25757,nissan,ud 2000,2007.0,16,2
25758,toyota,camary hybrid,2015.0,18,11
25759,audi,tt,2014.0,12,14
25760,buick,regal,2019.0,20,1
25761,ford,deluxe,1938.0,1,11
25762,lexus,"ls460l, great sedan",2007.0,4,20
25763,lincoln,mark lt,1991.0,11,8
25764,ford,mustang gt,2012.0,4,5
25765,gmc,yukon denali 2wd automatic,2015.0,8,20
25766,lincoln,mkc,2019.0,4,8
25767,mercedes-benz,gla gla 250 automatic,2018.0,9,11
25768,datsun,280z,1977.0,16,9
25769,gmc,sierra 2500,2008.0,4,7
25770,jeep,cherokee trail hawk,2014.0,17,0
25771,cadillac,deville,1962.0,14,0
25772,lincoln,continental,2018.0,4,13
25773,infiniti,m35 base automatic,2007.0,19,13
25774,cadillac,ats 2.5l automatic,2015.0,15,10
25775,mazda,mazda6 touring automatic,2017.0,4,6
25776,ford,e250 cargo van,2001.0,16,16
25777,ford,e-350 super duty,2006.0,17,4
25778,pontiac,trans am,1998.0,7,14
25779,ford,f150 xl 4wd,2019.0,9,11
25780,ford,ranger xlt truck,2019.0,18,7
25781,nissan,sentra ser spec v,2012.0,0,14
25782,bmw,x5 xdrive35i automatic,2018.0,8,19
25783,mazda,323,1989.0,11,1
25784,toyota,higlander,2008.0,19,7
25785,toyota,sequoia platinum automatic,2008.0,5,9
25786,lincoln,mkc select automatic,2017.0,20,14
25787,mercedes-benz,benz 450 sl,1978.0,7,7
25788,chevrolet,express cargo van,1996.0,8,13
25789,nissan,murano sl,2018.0,9,4
25790,audi,a7 prestige,2014.0,4,3
25791,dodge,viper rt/10,1993.0,5,8
25792,kia,rio lx,2010.0,17,8
25793,jeep,scrambler,1985.0,10,1
25794,ford,f150 super cab,2009.0,15,13
25795,ford,f-150 lariat 4wd supercrew automatic,2020.0,18,20
25796,lincoln,continental reserve automatic,2019.0,9,3
25797,lincoln,nautilus reserve automatic,2020.0,8,17
25798,volvo,940 wagon,1994.0,16,20
25799,buick,lesabre limited 4dr sedan,2005.0,9,10
25800,ram,promaster 2500,2016.0,10,8
25801,gmc,canyon all terrain,2016.0,9,13
25802,hyundai,santa fe limited,2012.0,6,20
25803,bmw,135i m sport,2011.0,9,6
25804,chevrolet,el camino choo choo,1986.0,20,5
25805,ford,transit connect van,2014.0,15,3
25806,chevrolet,astro van,1999.0,8,5
25807,volkswagen,passat cc,2010.0,20,10
25808,mercedes-benz,benz sl550,2009.0,12,7
25809,mercedes-benz,cl500,2006.0,0,0
25810,mercedes-benz,sl-class,2000.0,14,14
25811,pontiac,g6 gt,2007.0,3,15
25812,mercedes-benz,e350 4matic,2008.0,6,5
25813,volvo,xc70 awd,2010.0,10,19
25814,honda,pilot touring awd,2011.0,7,17
25815,buick,regal turbo,2013.0,3,12
25816,lincoln,town car signature,1996.0,20,10
25817,nissan,maxima,2001.0,1,4
25818,lexus,rx,2003.0,1,10
25819,volkswagen,golf tdi 2.0l,2015.0,6,18
25820,mazda,mx-5 miata,2012.0,19,20
25821,jeep,willys,1955.0,11,5
25822,ford,explorer sport,1999.0,3,19
25823,ford,f150 xl,2014.0,3,17
25824,chevrolet,corvette,1957.0,7,0
25825,lincoln,mkz/zephyr,2009.0,0,6
25826,honda,odessey,2009.0,10,12
25827,gmc,topkick,1990.0,12,17
25828,mazda,cx-7 i sport,2012.0,14,5
25829,honda,element,2010.0,3,7
25830,dodge,caliber,2009.0,14,18
25831,kia,sorento,2007.0,4,3
25832,lincoln,town car,1996.0,9,19
25833,lincoln,town car,2001.0,3,1
25834,dodge,durango sport,2002.0,15,20
25835,honda,accord se,2002.0,16,8
25836,ford,mustang gt,1994.0,18,17
25837,honda,accord lxp,2009.0,5,18
25838,mercedes-benz,benz slk350,2001.0,9,11
25839,nissan,sentra,1999.0,20,14
25840,mercedes-benz,benz slk320,2001.0,8,17
25841,gmc,s1700,1986.0,2,9
25842,chevrolet,tracker,1998.0,19,2
25843,ford,f150 lariat,2007.0,13,15
25844,chrysler,300 300s sedan 4d,2017.0,16,14
25845,volkswagen,tiguan 2.0t s,2016.0,6,1
25846,buick,regal premium 1,2012.0,3,10
25847,mercedes-benz,benz slk350,2005.0,13,12
25848,mercedes-benz,300,1990.0,19,7
25849,mercedes-benz,benz ml430,2000.0,8,7
25850,cadillac,srx~awesome colors~ navigation~ camera~ factory ch,2014.0,9,6
25851,chevrolet,cruze ltz auto,2014.0,0,5
25852,mercedes-benz,ml320,2009.0,10,11
25853,jeep,liberty renegade,2010.0,11,20
25854,nissan,titan sl,2012.0,1,14
25855,chrysler,town and county,2010.0,18,9
25856,honda,accord coupe,2004.0,8,13
25857,volvo,c70 (fleet-only),2011.0,17,9
25858,lexus,rx 350,2014.0,16,6
25859,ford,transit connect wagon,2011.0,10,13
25860,chevrolet,crew 4x4 ltz,2008.0,11,9
25861,ford,f-250 4x4 lifted,2016.0,7,3
25862,audi,a4 2.0t premium plus,2018.0,18,6
25863,gmc,envoy sle,2009.0,14,0
25864,ford,econoline wagon,2010.0,19,17
25865,chrysler,300-series,2011.0,17,20
25866,toyota,matrix base,2007.0,4,18
25867,bmw,330ci convertible,2004.0,18,6
25868,ford,f350 diesel powerstroke 4x4,2002.0,10,13
25869,ford,f800,2007.0,4,18
25870,honda,passport,1996.0,5,16
25871,lexus,gx,2013.0,7,18
25872,audi,a4,2003.0,4,9
25873,hyundai,sonata hybrid,2015.0,8,7
25874,chevrolet,suburban ltz 1500,2013.0,2,16
25875,chrysler,town and country limite,2002.0,8,8
25876,dodge,caravan/grand caravan,2008.0,4,11
25877,mercedes-benz,slk-class,2012.0,8,15
25878,lincoln,continental mark v,1977.0,1,11
25879,cadillac,seville sls,2003.0,16,6
25880,bmw,z4 sdrive35is,2009.0,18,3
25881,mazda,b2300,2005.0,12,11
25882,gmc,w5500 box truck,2000.0,13,5
25883,ford,lcf,2006.0,17,0
25884,cadillac,xt4,2019.0,1,2
25885,chrysler,town country,2013.0,15,13
25886,subaru,outback wagon 4d,2020.0,1,3
25887,porsche,924,1982.0,10,4
25888,infiniti,q60 awd cpe,2015.0,1,20
25889,chevrolet,express cargo,2019.0,18,5
25890,lexus,gx460,2011.0,3,17
25891,honda,magna,2003.0,15,14
25892,mercedes-benz,c300,2009.0,13,17
25893,volkswagen,routan,2009.0,15,10
25894,mitsubishi,pajero,1984.0,13,10
25895,hyundai,accent gs,2011.0,13,2
25896,ford,f-350 4x4 6.7 lariat,2014.0,9,13
25897,pontiac,lemans sport,1971.0,19,12
25898,mercedes-benz,benz 300e,1991.0,4,12
25899,ford,e250 cargo van,2010.0,0,14
25900,dodge,challenger hellcat,2016.0,8,18
25901,hyundai,genisis,2012.0,9,9
25902,mazda,mellenia,2002.0,12,1
25903,ford,f450 super duty,2020.0,13,10
25904,subaru,forester 2.5i premium,2010.0,1,7
25905,pontiac,grand am se1,2004.0,2,2
25906,gmc,7000,1989.0,4,11
25907,rover,lr3 hse,2006.0,17,6
25908,ford,f150 xl super cab,2007.0,17,12
25909,kia,sportage,2007.0,13,18
25910,kia,sportage,2009.0,11,10
25911,mini,cooper countryman s,2014.0,20,0
25912,gmc,6000 topkick,1994.0,9,6
25913,lexus,rx,2001.0,7,14
25914,mercedes-benz,240d,1981.0,18,13
25915,bmw,535i twin turbo,2014.0,10,15
25916,toyota,camry solara,2000.0,17,17
25917,infiniti,m35 x awd,2007.0,12,17
25918,chevrolet,camaro z28,1993.0,3,1
25919,mercedes-benz,ml500,2002.0,6,13
25920,mercury,villager sport,2001.0,10,4
25921,toyota,venza,2015.0,11,4
25922,ram,2500 cummins,2012.0,11,16
25923,mercury,grand marquis gs,2003.0,13,17
25924,ford,f-150 xl,1999.0,13,17
25925,subaru,outback 3.6r limited awd,2013.0,17,4
25926,chevrolet,silverado 2500 4x4,1997.0,17,3
25927,ram,deisel cummins 3500,2005.0,15,3
25928,ford,ranger edge,2002.0,18,10
25929,mercedes-benz,benz clk55 amg,2005.0,17,20
25930,bmw,z3 2.3,2000.0,12,9
25931,volkswagen,beetle coupe,2016.0,11,9
25932,nissan,armada le,2004.0,19,8
25933,honda,civic lx coupe,2001.0,16,14
25934,bmw,m4,2019.0,15,3
25935,audi,a4 premium plus sedan 4d,2019.0,4,11
25936,bmw,328xi,2009.0,7,15
25937,jaguar,xj,2005.0,6,19
25938,honda,accord sdn ex-l automatic,2008.0,13,3
25939,honda,accord sedan,2011.0,18,10
25940,ford,e-250,2011.0,4,19
25941,bmw,7 series,2015.0,16,10
25942,mercury,grand marquis,1988.0,0,6
25943,ford,f250 sd 4d lariet,2012.0,12,17
25944,chevrolet,monte carlo ss,2004.0,20,2
25945,porsche,911,1995.0,11,20
25946,infiniti,g37 convertible,2012.0,3,2
25947,lincoln,mark vii lsc,1998.0,11,17
25948,nissan,rogue sport sv,2017.0,1,2
25949,gmc,terrain denali,2013.0,14,8
25950,lexus,ls 460,2006.0,18,3
25951,chrysler,pacifica touring l,2017.0,2,2
25952,kia,soul urban special edition,2016.0,16,5
25953,jeep,wrangler sport,2004.0,14,18
25954,mitsubishi,outlander phev,2019.0,3,6
25955,chrysler,300-series,2006.0,9,6
25956,gmc,3500 with crane,2003.0,3,12
25957,cadillac,xlr convertible,2008.0,3,18
25958,ford,tbird,2005.0,5,20
25959,volkswagen,tiguan sel,2018.0,19,19
25960,chevrolet,colorado crew cab lt,2011.0,4,16
25961,chevrolet,camaro zl1 convertible,2021.0,5,17
25962,ford,f550 xl crew cab,2011.0,16,8
25963,subaru,outback 3.6r limited,2016.0,13,8
25964,audi,q5 prestige,2018.0,16,19
25965,bmw,3 series,2006.0,4,15
25966,cadillac,ct5 sport sedan 4d,2020.0,17,18
25967,mercedes-benz,sl63 amg,2013.0,5,14
25968,ford,mustang gt,1998.0,18,13
25969,chevrolet,silverado flatbed,2007.0,14,10
25970,ford,f800,1988.0,5,12
25971,hyundai,sonata limited 2.0t,2012.0,2,14
25972,ford,f350,2007.0,15,8
25973,lexus,is 250c,2012.0,10,5
25974,bmw,x3 xdrive28i,2012.0,4,1
25975,chevrolet,corvette c6,2007.0,18,13
25976,honda,del sol,1997.0,11,20
25977,gmc,pickup,1972.0,14,1
25978,cadillac,srx luxury,2015.0,11,16
25979,ford,mustang gt convertible,1997.0,5,5
25980,pontiac,trans am,1979.0,1,6
25981,honda,accord coupe,2012.0,9,15
25982,ford,delivery panel truck,1939.0,15,14
25983,ford,mustang 2dr cpe v6,2014.0,17,11
25984,volkswagen,atlas sel premium,2019.0,7,19
25985,tesla,model s,2017.0,0,17
25986,volvo,c70,2004.0,0,2
25987,chevrolet,3100 truck,1955.0,14,1
25988,chevrolet,silverado 2500hd lt,2013.0,3,3
25989,ford,crown vic,2010.0,12,20
25990,bmw,318i,1993.0,4,5
25991,chevrolet,express 3500,2018.0,8,10
25992,ford,transit 250 cargo van,2016.0,18,13
25993,bmw,528i xdrive,2013.0,12,13
25994,jeep,wrangler sahara,2014.0,1,14
25995,bmw,x5 4.4i top,2005.0,15,19
25996,toyota,hilux surf,1993.0,13,1
25997,mitsubishi,outlander sel,2017.0,14,13
25998,ford,transit cargo,2020.0,6,19
25999,cadillac,srx sport utility 4d,2013.0,9,5
26000,mercedes-benz,500,1994.0,19,4
26001,chevrolet,silverado 3500 4x4 diesel,2005.0,6,5
26002,lexus,ct200h,2013.0,14,9
26003,audi,a8 l 4.0t sport sedan 4d,2018.0,10,6
26004,acura,tsx w/navi,2005.0,20,17
26005,subaru,forester 2.5 xt limited,2006.0,5,9
26006,chevrolet,captiva sport fleet,2013.0,18,19
26007,bmw,m6 6-series,2007.0,18,13
26008,cadillac,escalade hybrid,2010.0,19,20
26009,honda,accord sedan,2003.0,3,7
26010,gmc,yukon sle,2000.0,16,16
26011,jeep,renegade sport suv 4d,2020.0,16,16
26012,ford,transit cutaway,2020.0,18,13
26013,ford,expedition 4x4,2007.0,2,5
26014,buick,park ave,1997.0,18,3
26015,cadillac,cts 2.0 luxury sedan 4d,2018.0,9,5
26016,lexus,gx470 awd,2004.0,12,12
26017,ford,f-550 super duty xl,2009.0,16,8
26018,mercury,sable,2000.0,16,19
26019,jeep,grand cherokee laredo,2005.0,18,11
26020,toyota,tercel,1996.0,1,20
26021,ford,expedition eddie bauer,2006.0,2,3
26022,chevrolet,corvette coupe,1993.0,1,0
26023,honda,crv-ex,2013.0,12,9
26024,lincoln,mkz hybrid,2012.0,9,0
26025,ferrari,f355,1999.0,6,0
26026,mercedes-benz,gle 300d 4matic,2016.0,20,5
26027,bmw,530i sedan,2001.0,14,2
26028,volvo,xc90 v8,2011.0,6,17
26029,mercury,grand marquis,2011.0,19,6
26030,chevrolet,cobalt ss,2005.0,13,15
26031,ram,1500 quad cab big horn,2014.0,18,10
26032,honda,civic ex sedan,2013.0,6,8
26033,gmc,3500,1995.0,19,14
26034,aston-martin,martin db9,2008.0,8,2
26035,jaguar,xjs convertible,1994.0,3,20
26036,ford,f450 utility box truck,2005.0,14,19
26037,cadillac,escalade esv platinum,2014.0,12,11
26038,ford,f-550 super duty,2014.0,0,12
26039,chevrolet,corvette v8 targa,1993.0,19,8
26040,ford,f-650 super duty,2003.0,5,14
26041,audi,q7 3.0t quattro prestige,2017.0,13,10
26042,kia,optima 4dr sdn ex,2013.0,13,8
26043,infiniti,q50 3.7 premium sedan,2014.0,6,13
26044,honda,crv lx awd,2014.0,3,15
26045,bmw,328i 328i,2016.0,17,14
26046,mercedes-benz,e400 4matic awd co,2018.0,7,19
26047,infiniti,q50 premium,2014.0,12,17
26048,bmw,135i convertible,2010.0,0,7
26049,pontiac,trans am,2001.0,4,20
26050,mercedes-benz,g-class,2014.0,15,2
26051,bmw,440i,2018.0,13,11
26052,mazda,3 i sport,2015.0,11,7
26053,mercedes-benz,sprinter cargo vans,2012.0,6,5
26054,mercedes-benz,metris passenger van,2018.0,16,20
26055,ford,e-series chassis,2011.0,8,16
26056,mercedes-benz,r-class,2012.0,13,3
26057,ford,escape s,2013.0,20,10
26058,jaguar,f-pace 20d prestige,2017.0,7,2
26059,nissan,nv200 sv,2015.0,11,9
26060,ford,explorer limited,2012.0,7,13
26061,nissan,armada lenissan armada,2007.0,16,2
26062,lexus,rx330,2009.0,18,0
26063,infiniti,qx56 4wdinfiniti qx 56,2004.0,5,13
26064,nissan,quest 3.5 sv,2005.0,11,20
26065,buick,encore premium,2013.0,4,10
26066,mercedes-benz,benz c250 coupe,2013.0,15,13
26067,chevrolet,pickup,1955.0,17,5
26068,toyota,sienna se premium,2014.0,1,15
26069,audi,a5 quattro,2014.0,14,11
26070,porsche,cayenne hybrid 2011,2011.0,14,15
26071,ford,mustang convertible,2018.0,13,4
26072,toyota,tundra 2wd truck limited,2005.0,1,15
26073,ford,fusion titanium,2015.0,18,14
26074,toyota,tacoma trd 4x4,2019.0,17,16
26075,ford,f-250 super dully,2017.0,14,6
26076,bmw,528i sedan,2011.0,7,11
26077,fiat,500 2dr hb sport,2013.0,5,20
26078,nissan,maxima s,2016.0,0,3
26079,ford,focus titanium sedan 4d,2016.0,13,0
26080,audi,a6 premium plus,2016.0,1,1
26081,honda,accord 4-door sedan,2017.0,18,10
26082,ford,e150,2003.0,12,15
26083,mercedes-benz,benz c300,2014.0,13,16
26084,honda,civic sedan,2010.0,2,6
26085,volkswagen,tiguan,2009.0,8,10
26086,dodge,dart rallye,2013.0,4,7
26087,volvo,s 80,2009.0,0,11
26088,porsche,928s,1985.0,11,1
26089,mitsubishi,lancer evolution mr,2013.0,20,7
26090,infiniti,g 37,2009.0,7,3
26091,audi,s5 prestige,2015.0,20,9
26092,mercury,mountaineer,2008.0,8,2
26093,ford,mustang convertible,2021.0,2,15
26094,volvo,s80,2006.0,11,10
26095,dodge,coronet 500,1969.0,13,15
26096,hyundai,elantra touring wagon,2010.0,6,8
26097,ford,mustang,1974.0,9,6
26098,chevrolet,captiva,2014.0,18,8
26099,bmw,x5 xdrive35i sport,2015.0,11,6
26100,pontiac,formula 400,1976.0,1,7
26101,audi,a3 mechanic only,2006.0,18,5
26102,bmw,5 series 540i 4dr sedan,2018.0,1,7
26103,mercedes-benz,gl450 4matic,2016.0,14,16
26104,nissan,rogue sl 4dr crossover,2010.0,10,6
26105,hyundai,santa fe sport 2.4l 4dr,2017.0,18,1
26106,ford,transit t250,2015.0,13,9
26107,ford,escape se 4dr suv,2016.0,4,13
26108,cadillac,deville dts,2004.0,14,10
26109,nissan,maxima sl,2020.0,10,13
26110,chrysler,300 s,2019.0,14,5
26111,bmw,740i m sport package,2018.0,12,11
26112,ford,transit connect cargo van,2014.0,3,2
26113,lincoln,mkx,2008.0,19,10
26114,volkswagen,van,1975.0,5,15
26115,chevrolet,silverado 3500,2011.0,17,0
26116,toyota,corolla s,2001.0,14,3
26117,ford,fairlane,1955.0,17,5
26118,mercedes-benz,benz sl500,1996.0,14,7
26119,mercedes-benz,sl-class,2011.0,4,5
26120,buick,riviera convertible,1983.0,7,1
26121,ford,f-250 lariat,2019.0,7,7
26122,mazda,protege,2000.0,16,2
26123,honda,pilot ex,2003.0,16,8
26124,toyota,tundra double cab,2004.0,9,1
26125,bmw,320i sedan,2018.0,3,20
26126,toyota,solara,2008.0,4,16
26127,rover,hse,2016.0,1,10
26128,mitsubishi,galant es,2007.0,7,18
26129,ram,3500 4x4,2005.0,10,10
26130,ford,c-max hybrid,2015.0,13,16
26131,rover,lr4,2014.0,8,5
26132,volkswagen,passat,2011.0,10,7
26133,toyota,sienna ce,2004.0,5,2
26134,audi,a6 3.0t quattro,2004.0,13,12
26135,toyota,tacoma double cab,2019.0,3,11
26136,mercedes-benz,cla-250,2016.0,3,6
26137,bmw,650i gran coupe,2013.0,0,11
26138,ford,f150 lariet,2000.0,12,10
26139,jeep,liberty limited,2009.0,8,2
26140,ford,f550 super duty,2002.0,1,17
26141,toyota,sequoia platinum,2010.0,9,6
26142,ford,starcraft e350,2013.0,6,8
26143,bmw,328i 328i,2015.0,15,5
26144,audi,q5 premium plus,2011.0,1,3
26145,cadillac,srx luxury,2014.0,8,2
26146,dodge,durango r/t,2012.0,6,12
26147,ford,f350 lariat 4x4,2014.0,20,6
26148,volkswagen,cc sport,2009.0,2,1
26149,mercedes-benz,ml 350 sport,2015.0,6,8
